Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Stephen,2015-04-07 14:07:15,00:22:10,,Futurama: Season 2: Why Must I Be a Crustacean in Love? (Episode 9),,Microsoft Xbox One,00:22:10,Not latest view,US (United States)
Stephen,2015-04-07 07:28:00,00:00:01,,Futurama: Season 2: Why Must I Be a Crustacean in Love? (Episode 9),,Microsoft Xbox One,00:00:29,Not latest view,US (United States)
Stephen,2015-04-07 07:05:50,00:22:05,,Futurama: Season 2: Xmas Story (Episode 8),,Microsoft Xbox One,00:22:33,Not latest view,US (United States)
Stephen,2015-04-07 06:44:00,00:21:48,,Futurama: Season 2: A Head in the Polls (Episode 7),,Microsoft Xbox One,00:22:16,Not latest view,US (United States)
Stephen,2015-04-07 06:23:43,00:20:13,,"Futurama: Season 2: Brannigan, Begin Again (Episode 6)",,Microsoft Xbox One,00:22:11,Not latest view,US (United States)
Stephen,2015-04-06 07:44:37,00:02:01,,"Futurama: Season 2: Brannigan, Begin Again (Episode 6)",,Windows 8 x64 devices,00:02:00,Not latest view,US (United States)
Stephen,2015-04-06 07:22:23,00:22:08,,Futurama: Season 2: I Second That Emotion (Episode 5),,Windows 8 x64 devices,00:22:08,Not latest view,US (United States)
Stephen,2015-04-06 07:00:11,00:22:08,,Futurama: Season 2: Fry and the Slurm Factory (Episode 4),,Windows 8 x64 devices,00:22:08,Not latest view,US (United States)
Stephen,2015-04-06 06:37:56,00:22:09,,Futurama: Season 2: When Aliens Attack (Episode 3),,Windows 8 x64 devices,00:22:08,Not latest view,US (United States)
Stephen,2015-04-06 06:37:16,00:00:35,,Futurama: Season 7: Rebirth (Episode 1),,Windows 8 x64 devices,00:00:33,Not latest view,US (United States)
Stephen,2015-04-05 08:07:48,01:29:04,,Futurama: Season 6: Into the Wild Green Yonder (Episode 4),,Windows 8 x64 devices,01:29:12,Not latest view,US (United States)
Stephen,2015-04-05 06:42:46,01:24:50,,Futurama: Season 6: Bender's Game (Episode 3),,Windows 8 x64 devices,01:24:55,Not latest view,US (United States)
Stephen,2015-04-05 05:14:53,01:26:46,,Futurama: Season 6: The Beast with a Billion Backs (Episode 2),,Windows 8 x64 devices,01:26:52,Not latest view,US (United States)
Stephen,2015-04-05 04:03:11,01:11:30,,Futurama: Season 6: Bender's Big Score (Episode 1),,Windows 8 x64 devices,01:27:52,Not latest view,US (United States)
Stephen,2015-04-05 04:02:35,00:00:22,,Futurama: Season 5: Obsoletely Fabulous (Episode 14),,Windows 8 x64 devices,00:00:21,Not latest view,US (United States)
Stephen,2015-04-05 04:02:22,00:00:04,,Futurama: Season 5: Bend Her (Episode 13),,Windows 8 x64 devices,00:00:02,Not latest view,US (United States)
Stephen,2015-04-05 04:02:08,00:00:07,,Futurama: Season 5: Spanish Fry (Episode 12),,Windows 8 x64 devices,00:15:22,Not latest view,US (United States)
Stephen,2015-04-04 08:49:08,00:00:02,,Futurama: Season 5: Spanish Fry (Episode 12),,Windows 8 x64 devices,00:15:18,Not latest view,US (United States)
Stephen,2015-04-04 08:26:27,00:22:33,,Futurama: Season 5: Three Hundred Big Boys (Episode 11),,Windows 8 x64 devices,00:22:34,Not latest view,US (United States)
Stephen,2015-04-04 08:04:09,00:22:08,,Futurama: Season 5: The Farnsworth Parabox (Episode 10),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-04-04 07:43:42,00:20:18,,Futurama: Season 5: Sting (Episode 9),,Windows 8 x64 devices,00:22:14,Not latest view,US (United States)
Stephen,2015-04-03 08:13:39,00:02:01,,Futurama: Season 5: Sting (Episode 9),,Windows 8 x64 devices,00:02:00,Not latest view,US (United States)
Stephen,2015-04-03 07:51:21,00:22:11,,Futurama: Season 5: The Why of Fry (Episode 8),,Windows 8 x64 devices,00:22:11,Not latest view,US (United States)
Stephen,2015-04-03 07:29:00,00:22:14,,Futurama: Season 5: Teenage Mutant Leela's Hurdles (Episode 7),,Windows 8 x64 devices,00:22:14,Not latest view,US (United States)
Stephen,2015-04-03 07:06:11,00:22:34,,Futurama: Season 5: Less Than Hero (Episode 6),,Windows 8 x64 devices,00:22:35,Not latest view,US (United States)
Stephen,2015-04-03 06:34:51,00:21:59,,Futurama: Season 5: Less Than Hero (Episode 6),,Microsoft Xbox One,00:22:27,Not latest view,US (United States)
Stephen,2015-04-03 06:14:33,00:20:14,,Futurama: Season 5: Kif Gets Knocked Up a Notch (Episode 5),,Microsoft Xbox One,00:22:14,Not latest view,US (United States)
Stephen,2015-04-02 06:18:09,00:02:02,,Futurama: Season 5: Kif Gets Knocked Up a Notch (Episode 5),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-04-02 05:55:53,00:22:10,,Futurama: Season 5: A Taste of Freedom (Episode 4),,Windows 8 x64 devices,00:22:10,Not latest view,US (United States)
Stephen,2015-04-02 05:34:17,00:21:27,,Futurama: Season 5: The Route of All Evil (Episode 3),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-04-02 05:11:55,00:22:15,,Futurama: Season 5: Jurassic Bark (Episode 2),,Windows 8 x64 devices,00:22:14,Not latest view,US (United States)
Stephen,2015-04-02 04:49:34,00:22:14,,Futurama: Season 5: Crimes of the Hot (Episode 1),,Windows 8 x64 devices,00:22:14,Not latest view,US (United States)
Stephen,2015-04-01 06:52:07,00:22:33,,Futurama: Season 4: Where No Fan Has Gone Before (Episode 12),,Windows 8 x64 devices,00:22:34,Not latest view,US (United States)
Stephen,2015-04-01 06:29:46,00:22:15,,Futurama: Season 4: Love and Rocket (Episode 11),,Windows 8 x64 devices,00:22:14,Not latest view,US (United States)
Stephen,2015-04-01 06:09:31,00:20:09,,Futurama: Season 4: Leela's Homeworld (Episode 10),,Windows 8 x64 devices,00:22:10,Not latest view,US (United States)
Stephen,2015-03-31 07:35:04,00:02:02,,Futurama: Season 4: Leela's Homeworld (Episode 10),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-31 07:12:43,00:22:14,,Futurama: Season 4: 30% Iron Chef (Episode 9),,Windows 8 x64 devices,00:22:14,Not latest view,US (United States)
Stephen,2015-03-31 06:50:20,00:22:13,,Futurama: Season 4: Anthology of Interest: Part 2 (Episode 8),,Windows 8 x64 devices,00:22:14,Not latest view,US (United States)
Stephen,2015-03-31 06:49:46,00:14:49,,Futurama: Season 4: Anthology of Interest: Part 2 (Episode 8),,Microsoft Xbox One,00:15:17,Not latest view,US (United States)
Stephen,2015-03-31 06:38:00,00:12:12,,Futurama: Season 4: Roswell That Ends Well (Episode 7),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-31 06:29:27,00:20:14,,Futurama: Season 4: Roswell That Ends Well (Episode 7),,Microsoft Xbox One,00:22:14,Not latest view,US (United States)
Stephen,2015-03-30 06:48:36,00:02:01,,Futurama: Season 4: Roswell That Ends Well (Episode 7),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-30 06:26:19,00:22:09,,Futurama: Season 4: Future Stock (Episode 6),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-30 06:04:04,00:22:08,,Futurama: Season 4: Godfellas (Episode 5),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-30 05:51:48,00:12:09,,Futurama: Season 4: A Pharoah to Remember (Episode 4),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-28 06:58:43,00:10:02,,Futurama: Season 4: A Pharoah to Remember (Episode 4),,Windows 8 x64 devices,00:10:01,Not latest view,US (United States)
Stephen,2015-03-28 06:53:59,00:04:31,,Futurama: Season 4: A Leela of Her Own (Episode 3),,Windows 8 x64 devices,00:21:59,Not latest view,US (United States)
Stephen,2015-03-28 06:24:05,00:17:08,,Futurama: Season 4: A Leela of Her Own (Episode 3),,Microsoft Xbox One,00:17:36,Not latest view,US (United States)
Stephen,2015-03-28 06:02:12,00:21:47,,Futurama: Season 4: Where the Buggalo Roam (Episode 2),,Microsoft Xbox One,00:22:15,Not latest view,US (United States)
Stephen,2015-03-28 05:39:57,00:22:14,,Futurama: Season 4: A Tale of Two Santas (Episode 1),,Microsoft Xbox One,00:22:14,Not latest view,US (United States)
Stephen,2015-03-27 07:10:59,00:20:32,,Futurama: Season 3: Time Keeps on Slipping (Episode 15),,Windows 8 x64 devices,00:22:33,Not latest view,US (United States)
Stephen,2015-03-27 06:48:39,00:22:14,,Futurama: Season 3: Bendin' in the Wind (Episode 14),,Windows 8 x64 devices,00:22:14,Not latest view,US (United States)
Stephen,2015-03-27 06:26:24,00:22:08,,Futurama: Season 3: That's Lobstertainment! (Episode 13),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-27 06:15:15,00:10:51,,Futurama: Season 3: The Day the Earth Stood Stupid (Episode 12),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-27 05:54:32,00:17:18,,Futurama: Season 3: The Day the Earth Stood Stupid (Episode 12),,Microsoft Xbox One,00:17:46,Not latest view,US (United States)
Stephen,2015-03-27 05:37:51,00:16:37,,Futurama: Season 3: I Dated a Robot (Episode 11),,Microsoft Xbox One,00:22:13,Not latest view,US (United States)
Stephen,2015-03-26 09:04:10,00:02:01,,Futurama: Season 3: Time Keeps on Slipping (Episode 15),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-26 08:41:44,00:22:14,,Futurama: Season 3: Bendin' in the Wind (Episode 14),,Windows 8 x64 devices,00:22:14,Not latest view,US (United States)
Stephen,2015-03-26 08:19:29,00:22:07,,Futurama: Season 3: That's Lobstertainment! (Episode 13),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-26 07:57:14,00:22:07,,Futurama: Season 3: The Day the Earth Stood Stupid (Episode 12),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-26 07:40:35,00:16:33,,Futurama: Season 3: I Dated a Robot (Episode 11),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-26 07:29:31,00:05:10,,Futurama: Season 3: I Dated a Robot (Episode 11),,Microsoft Xbox One,00:05:38,Not latest view,US (United States)
Stephen,2015-03-26 07:07:42,00:21:36,,Futurama: Season 3: Insane in the Mainframe (Episode 10),,Microsoft Xbox One,00:22:14,Not latest view,US (United States)
Stephen,2015-03-26 06:45:54,00:21:46,,Futurama: Season 3: The Cyber House Rules (Episode 9),,Microsoft Xbox One,00:22:14,Not latest view,US (United States)
Stephen,2015-03-26 06:24:08,00:21:44,,Futurama: Season 3: The Luck of the Fryrish (Episode 8),,Microsoft Xbox One,00:22:14,Not latest view,US (United States)
Stephen,2015-03-26 06:03:55,00:20:10,,Futurama: Season 3: The Birdbot of Ice-catraz (Episode 7),,Microsoft Xbox One,00:22:10,Not latest view,US (United States)
Stephen,2015-03-25 08:11:49,00:02:01,,Futurama: Season 3: The Birdbot of Ice-catraz (Episode 7),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-25 07:51:35,00:20:03,,Futurama: Season 3: Bendless Love (Episode 6),,Windows 8 x64 devices,00:22:11,Not latest view,US (United States)
Stephen,2015-03-25 07:29:17,00:22:10,,Futurama: Season 3: Amazon Women in the Mood (Episode 5),,Windows 8 x64 devices,00:22:11,Not latest view,US (United States)
Stephen,2015-03-25 07:09:03,00:20:08,,Futurama: Season 3: Parasites Lost (Episode 4),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-24 07:21:58,00:02:01,,Futurama: Season 3: Parasites Lost (Episode 4),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-24 06:59:52,00:21:59,,Futurama: Season 3: The Cryonic Woman (Episode 3),,Windows 8 x64 devices,00:21:59,Not latest view,US (United States)
Stephen,2015-03-24 06:37:37,00:22:08,,Futurama: Season 3: The Honking (Episode 2),,Windows 8 x64 devices,00:22:09,Not latest view,US (United States)
Stephen,2015-03-24 06:15:17,00:22:14,,Futurama: Season 3: War Is the H-Word (Episode 1),,Windows 8 x64 devices,00:22:14,Not latest view,US (United States)
Stephen,2015-03-24 06:14:52,00:00:07,,Family Guy: Season 9: German Guy (Episode 13),,Windows 8 x64 devices,00:02:03,Not latest view,US (United States)
Stephen,2015-03-23 08:20:36,00:02:01,,Family Guy: Season 9: German Guy (Episode 13),,Windows 8 x64 devices,00:02:00,Not latest view,US (United States)
Stephen,2015-03-23 07:58:57,00:21:32,,Family Guy: Season 9: Friends of Peter G (Episode 12),,Windows 8 x64 devices,00:21:33,Not latest view,US (United States)
Stephen,2015-03-23 07:37:15,00:21:31,,Family Guy: Season 9: And I'm Joyce Kinney (Episode 11),,Windows 8 x64 devices,00:21:32,Not latest view,US (United States)
Stephen,2015-03-23 07:15:02,00:22:02,,Family Guy: Season 9: New Kidney in Town (Episode 10),,Windows 8 x64 devices,00:22:04,Not latest view,US (United States)
Stephen,2015-03-23 07:14:47,00:00:11,,Family Guy: Season 9: Road to the North Pole Part 2 (Episode 9),,Windows 8 x64 devices,00:02:10,Not latest view,US (United States)
Stephen,2015-03-22 07:02:28,00:00:05,,Family Guy: Season 9: Road to the North Pole Part 2 (Episode 9),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-22 06:38:22,00:23:59,,Family Guy: Season 9: Road to the North Pole Part 1 (Episode 8),,Windows 8 x64 devices,00:23:59,Not latest view,US (United States)
Stephen,2015-03-22 06:16:46,00:21:27,,Family Guy: Season 9: Brian Writes a Bestseller (Episode 7),,Windows 8 x64 devices,00:21:27,Not latest view,US (United States)
Stephen,2015-03-22 05:57:11,00:19:29,,Family Guy: Season 9: Baby You Knock Me Out (Episode 6),,Windows 8 x64 devices,00:21:29,Not latest view,US (United States)
Stephen,2015-03-21 08:14:27,00:02:02,,Family Guy: Season 9: Baby You Knock Me Out (Episode 6),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-21 07:52:18,00:21:51,,Family Guy: Season 9: Halloween on Spooner Street (Episode 5),,Windows 8 x64 devices,00:21:52,Not latest view,US (United States)
Stephen,2015-03-21 07:30:51,00:21:21,,Family Guy: Season 9: Welcome Back Carter (Episode 4),,Windows 8 x64 devices,00:21:21,Not latest view,US (United States)
Stephen,2015-03-21 07:09:12,00:21:32,,Family Guy: Season 9: Excellence in Broadcasting (Episode 3),,Windows 8 x64 devices,00:21:32,Not latest view,US (United States)
Stephen,2015-03-21 07:09:03,00:00:05,,Family Guy: Season 9: And Then There Were Fewer Part 2 (Episode 2),,Windows 8 x64 devices,00:00:04,Not latest view,US (United States)
Stephen,2015-03-21 06:58:52,00:10:05,,Family Guy: Season 9: And Then There Were Fewer Part 1 (Episode 1),,Windows 8 x64 devices,00:10:05,Not latest view,US (United States)
Stephen,2015-03-20 08:08:04,00:21:17,,Family Guy: Season 8: The Splendid Source (Episode 19),,Windows 8 x64 devices,00:21:18,Not latest view,US (United States)
Stephen,2015-03-20 07:47:07,00:20:50,,Family Guy: Season 8: Quagmire's Dad (Episode 18),,Windows 8 x64 devices,00:20:50,Not latest view,US (United States)
Stephen,2015-03-20 07:26:04,00:20:57,,Family Guy: Season 8: Brian & Stewie (Episode 17),,Windows 8 x64 devices,00:20:56,Not latest view,US (United States)
Stephen,2015-03-20 07:07:13,00:18:45,,Family Guy: Season 8: April in Quahog (Episode 16),,Windows 8 x64 devices,00:20:45,Not latest view,US (United States)
Stephen,2015-03-19 06:51:43,00:02:01,,Family Guy: Season 8: April in Quahog (Episode 16),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-19 06:30:10,00:21:15,,Family Guy: Season 8: Brian Griffin's House of Payne (Episode 15),,Windows 8 x64 devices,00:21:16,Not latest view,US (United States)
Stephen,2015-03-19 06:09:03,00:20:57,,Family Guy: Season 8: Peter-assment (Episode 14),,Windows 8 x64 devices,00:20:58,Not latest view,US (United States)
Stephen,2015-03-19 05:47:56,00:20:56,,"Family Guy: Season 8: Go Stewie, Go! (Episode 13)",,Windows 8 x64 devices,00:20:57,Not latest view,US (United States)
Stephen,2015-03-19 05:28:53,00:18:55,,Family Guy: Season 8: Extra-Large Medium (Episode 12),,Windows 8 x64 devices,00:20:55,Not latest view,US (United States)
Stephen,2015-03-18 09:33:46,00:02:01,,Family Guy: Season 8: Extra-Large Medium (Episode 12),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-18 09:12:52,00:20:47,,Family Guy: Season 8: Dial Meg for Murder (Episode 11),,Windows 8 x64 devices,00:20:47,Not latest view,US (United States)
Stephen,2015-03-18 08:51:46,00:21:00,,Family Guy: Season 8: Big Man on Hippocampus (Episode 10),,Windows 8 x64 devices,00:21:00,Not latest view,US (United States)
Stephen,2015-03-18 08:30:49,00:20:51,,Family Guy: Season 8: Business Guy (Episode 9),,Windows 8 x64 devices,00:20:51,Not latest view,US (United States)
Stephen,2015-03-18 08:26:41,00:04:02,,Family Guy: Season 8: Dog Gone (Episode 8),,Windows 8 x64 devices,00:04:01,Not latest view,US (United States)
Stephen,2015-03-18 08:07:05,00:19:16,,Family Guy: Season 8: Jerome Is the New Black (Episode 7),,Windows 8 x64 devices,00:21:17,Not latest view,US (United States)
Stephen,2015-03-17 05:06:47,00:02:01,,Family Guy: Season 8: Jerome Is the New Black (Episode 7),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-17 04:45:42,00:20:57,,Family Guy: Season 8: Quagmire's Baby (Episode 6),,Windows 8 x64 devices,00:20:59,Not latest view,US (United States)
Stephen,2015-03-17 04:24:39,00:20:57,,Family Guy: Season 8: Hannah Banana (Episode 5),,Windows 8 x64 devices,00:20:57,Not latest view,US (United States)
Stephen,2015-03-17 04:04:06,00:20:26,,Family Guy: Season 8: Brian's Got a Brand New Bag (Episode 4),,Windows 8 x64 devices,00:20:59,Not latest view,US (United States)
Stephen,2015-03-16 08:37:00,00:00:02,,Family Guy: Season 8: Brian's Got a Brand New Bag (Episode 4),,Microsoft Xbox One,00:00:36,Not latest view,US (United States)
Stephen,2015-03-16 08:16:12,00:20:36,,Family Guy: Season 8: Spies Reminiscent of Us (Episode 3),,Microsoft Xbox One,00:21:10,Not latest view,US (United States)
Stephen,2015-03-16 07:54:44,00:21:14,,Family Guy: Season 8: Family Goy (Episode 2),,Microsoft Xbox One,00:21:18,Not latest view,US (United States)
Stephen,2015-03-16 07:33:47,00:20:58,,Family Guy: Season 8: Road to Multiverse (Episode 1),,Microsoft Xbox One,00:20:58,Not latest view,US (United States)
Stephen,2015-03-15 05:32:28,00:21:45,,Family Guy: Season 7: Peter's Progress (Episode 16),,Windows 8 x64 devices,00:21:47,Not latest view,US (United States)
Stephen,2015-03-15 05:10:46,00:21:32,,Family Guy: Season 7: Three Kings (Episode 15),,Windows 8 x64 devices,00:21:33,Not latest view,US (United States)
Stephen,2015-03-15 04:51:07,00:19:31,,"Family Guy: Season 7: We Love You, Conrad (Episode 14)",,Windows 8 x64 devices,00:21:32,Not latest view,US (United States)
Stephen,2015-03-14 07:11:29,00:02:02,,"Family Guy: Season 7: We Love You, Conrad (Episode 14)",,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-14 06:49:48,00:21:31,,Family Guy: Season 7: Stew-roids (Episode 13),,Windows 8 x64 devices,00:21:32,Not latest view,US (United States)
Stephen,2015-03-14 06:28:11,00:21:30,,Family Guy: Season 7: Episode 420,,Windows 8 x64 devices,00:21:30,Not latest view,US (United States)
Stephen,2015-03-14 06:08:14,00:19:38,,Family Guy: Season 7: Not All Dogs Go to Heaven (Episode 11),,Windows 8 x64 devices,00:21:40,Not latest view,US (United States)
Stephen,2015-03-13 07:03:16,00:02:01,,Family Guy: Season 7: Not All Dogs Go to Heaven (Episode 11),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-13 06:41:39,00:21:28,,Family Guy: Season 7: Fox-y Lady (Episode 10),,Windows 8 x64 devices,00:21:30,Not latest view,US (United States)
Stephen,2015-03-13 06:38:13,00:03:22,,Family Guy: Season 7: The Juice Is Loose (Episode 9),,Windows 8 x64 devices,00:21:34,Not latest view,US (United States)
Stephen,2015-03-13 06:17:21,00:20:44,,Family Guy: Season 7: Family Gay (Episode 8),,Windows 8 x64 devices,00:20:44,Not latest view,US (United States)
Stephen,2015-03-13 05:54:59,00:21:59,,Family Guy: Season 7: Ocean's 3 1/2 (Episode 7),,Windows 8 x64 devices,00:21:52,Not latest view,US (United States)
Stephen,2015-03-11 11:18:13,00:02:01,,Family Guy: Season 7: Ocean's 3 1/2 (Episode 7),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-11 10:56:11,00:21:46,,Family Guy: Season 7: Tales of a Third Grade Nothing (Episode 6),,Windows 8 x64 devices,00:21:47,Not latest view,US (United States)
Stephen,2015-03-11 10:34:34,00:21:28,,Family Guy: Season 7: The Man with Two Brians (Episode 5),,Windows 8 x64 devices,00:21:29,Not latest view,US (United States)
Stephen,2015-03-11 10:14:12,00:19:49,,Family Guy: Season 7: Baby Not on Board (Episode 4),,Windows 8 x64 devices,00:21:48,Not latest view,US (United States)
Stephen,2015-03-10 02:44:45,00:21:15,,Archer: Season 5: Archer Vice: Arrival / Departure (Episode 13),,Vizio MG134 eMMC MT5580 Foxconn Smart TV,00:21:15,Not latest view,US (United States)
Stephen,2015-03-10 02:26:13,00:18:05,,Archer: Season 5: Archer Vice: Filibuster (Episode 12),,Vizio MG134 eMMC MT5580 Foxconn Smart TV,00:20:05,Not latest view,US (United States)
Stephen,2015-03-10 02:16:17,00:02:01,,Archer: Season 5: Archer Vice: Filibuster (Episode 12),,Microsoft Xbox One,00:02:01,Not latest view,US (United States)
Stephen,2015-03-10 01:56:11,00:20:07,,Archer: Season 5: Archer Vice: Palace Intrigue: Part II (Episode 11),,Microsoft Xbox One,00:20:07,Not latest view,US (United States)
Stephen,2015-03-10 01:35:56,00:20:10,,Archer: Season 5: Archer Vice: Palace Intrigue: Part I (Episode 10),,Microsoft Xbox One,00:20:10,Not latest view,US (United States)
Stephen,2015-03-10 01:15:17,00:20:37,,Archer: Season 5: Archer Vice: Baby Shower (Episode 9),,Microsoft Xbox One,00:20:37,Not latest view,US (United States)
Stephen,2015-03-10 01:06:49,00:00:02,,Archer: Season 5: Archer Vice: Baby Shower (Episode 9),,Microsoft Xbox One,00:00:01,Not latest view,US (United States)
Stephen,2015-03-10 00:45:37,00:21:11,,Archer: Season 5: Archer Vice: On the Carpet (Episode 8),,Microsoft Xbox One,00:21:11,Not latest view,US (United States)
Stephen,2015-03-09 04:34:38,00:02:01,,Archer: Season 5: Archer Vice: Baby Shower (Episode 9),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-09 04:13:26,00:21:06,,Archer: Season 5: Archer Vice: On the Carpet (Episode 8),,Windows 8 x64 devices,00:21:06,Not latest view,US (United States)
Stephen,2015-03-09 03:52:46,00:20:33,,Archer: Season 5: Archer Vice: The Rules of Extraction (Episode 7),,Windows 8 x64 devices,00:20:34,Not latest view,US (United States)
Stephen,2015-03-09 03:32:53,00:19:45,,Archer: Season 5: Archer Vice: Smugglers' Blues (Episode 6),,Windows 8 x64 devices,00:19:46,Not latest view,US (United States)
Stephen,2015-03-09 03:11:40,00:21:05,,Archer: Season 5: Archer Vice: Southbound and Down (Episode 5),,Windows 8 x64 devices,00:20:52,Not latest view,US (United States)
Stephen,2015-03-08 08:25:24,00:02:01,,Archer: Season 5: Archer Vice: Southbound and Down (Episode 5),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-08 08:04:10,00:21:06,,Archer: Season 5: Archer Vice: House Call (Episode 4),,Windows 8 x64 devices,00:21:06,Not latest view,US (United States)
Stephen,2015-03-08 07:43:01,00:21:01,,Archer: Season 5: Archer Vice: A Debt of Honor (Episode 3),,Windows 8 x64 devices,00:21:02,Not latest view,US (United States)
Stephen,2015-03-08 07:21:50,00:21:01,,Archer: Season 5: Archer Vice: A Kiss While Dying (Episode 2),,Windows 8 x64 devices,00:21:02,Not latest view,US (United States)
Stephen,2015-03-08 07:02:21,00:19:21,,Archer: Season 5: Archer Vice: White Elephant (Episode 1),,Windows 8 x64 devices,00:19:21,Not latest view,US (United States)
Stephen,2015-03-08 06:41:14,00:21:01,,Archer: Season 4: Sea Tunt: Part II (Episode 13),,Windows 8 x64 devices,00:21:00,00:21:00,US (United States)
Stephen,2015-03-08 06:22:21,00:18:45,,Archer: Season 4: Sea Tunt: Part I (Episode 12),,Windows 8 x64 devices,00:20:46,00:20:46,US (United States)
Stephen,2015-03-07 07:05:53,00:02:01,,Family Guy: Season 7: Baby Not on Board (Episode 4),,Windows 8 x64 devices,00:02:00,Not latest view,US (United States)
Stephen,2015-03-07 06:44:11,00:21:34,,Family Guy: Season 7: Road to Germany (Episode 3),,Windows 8 x64 devices,00:21:34,Not latest view,US (United States)
Stephen,2015-03-07 06:22:33,00:21:30,,Family Guy: Season 7: I Dream of Jesus (Episode 2),,Windows 8 x64 devices,00:21:30,Not latest view,US (United States)
Stephen,2015-03-07 06:08:08,00:14:15,,Family Guy: Season 7: Love Blactually (Episode 1),,Windows 8 x64 devices,00:21:27,Not latest view,US (United States)
Stephen,2015-03-04 09:18:10,00:21:48,,Family Guy: Season 6: Long John Peter (Episode 13),,Windows 8 x64 devices,00:21:50,Not latest view,US (United States)
Stephen,2015-03-04 08:56:31,00:21:32,,Family Guy: Season 6: Former Life of Brian (Episode 12),,Windows 8 x64 devices,00:21:33,Not latest view,US (United States)
Stephen,2015-03-04 08:36:23,00:19:53,,Family Guy: Season 6: Play It Again Brian (Episode 11),,Windows 8 x64 devices,00:21:50,Not latest view,US (United States)
Stephen,2015-03-03 06:41:10,00:02:01,,Family Guy: Season 6: Play It Again Brian (Episode 11),,Windows 8 x64 devices,00:02:00,Not latest view,US (United States)
Stephen,2015-03-03 06:19:07,00:21:31,,Family Guy: Season 6: Back to the Woods (Episode 10),,Windows 8 x64 devices,00:21:32,Not latest view,US (United States)
Stephen,2015-03-03 05:57:19,00:21:23,,Family Guy: Season 6: McStroke (Episode 9),,Windows 8 x64 devices,00:21:23,Not latest view,US (United States)
Stephen,2015-03-03 05:37:33,00:19:36,,Family Guy: Season 6: Peter's Daughter (Episode 8),,Windows 8 x64 devices,00:21:32,Not latest view,US (United States)
Stephen,2015-03-02 08:32:02,00:02:01,,Family Guy: Season 6: Peter's Daughter (Episode 8),,Windows 8 x64 devices,00:02:00,Not latest view,US (United States)
Stephen,2015-03-02 08:10:31,00:21:23,,Family Guy: Season 6: Padre de Familia (Episode 7),,Windows 8 x64 devices,00:21:23,Not latest view,US (United States)
Stephen,2015-03-02 07:49:02,00:21:21,,Family Guy: Season 6: Lois Kills Stewie: Part 2 (Episode 6),,Windows 8 x64 devices,00:21:21,Not latest view,US (United States)
Stephen,2015-03-02 07:30:20,00:18:34,,Family Guy: Season 6: Stewie Kills Lois: Part 1 (Episode 5),,Windows 8 x64 devices,00:20:35,Not latest view,US (United States)
Stephen,2015-03-01 08:55:05,00:02:01,,Family Guy: Season 6: Stewie Kills Lois: Part 1 (Episode 5),,Windows 8 x64 devices,00:02:01,Not latest view,US (United States)
Stephen,2015-03-01 08:33:40,00:21:19,,Family Guy: Season 6: 100th Episode Special,,Windows 8 x64 devices,00:21:19,Not latest view,US (United States)
Stephen,2015-03-01 08:12:27,00:21:04,,Family Guy: Season 6: Believe It or Not Joe's Walking on Air (Episode 3),,Windows 8 x64 devices,00:21:05,Not latest view,US (United States)
